                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    106,               0.015335,                0.01304,               0.014675,                      0,                0.99935,                0.99853,                  0.995,                0.98132,                0.99935,                0.99853,                  0.995,                0.84942,              0.0052017,              0.0064842,              0.0045343,                      0,                0.00685,                0.00685,                0.00685
                    107,               0.015467,               0.013201,               0.014815,                      0,                0.99935,                0.99867,                  0.995,                0.98157,                0.99935,                0.99867,                  0.995,                0.84978,              0.0051961,              0.0064719,              0.0045232,                      0,                0.00682,                0.00682,                0.00682
                    108,               0.015311,               0.012903,               0.014584,                      0,                0.99933,                 0.9987,                  0.995,                0.98113,                0.99933,                 0.9987,                  0.995,                0.84997,               0.005191,               0.006457,              0.0045149,                      0,                0.00679,                0.00679,                0.00679
                    109,               0.015401,               0.012909,                0.01474,                      0,                0.99932,                 0.9987,                  0.995,                0.98123,                0.99932,                 0.9987,                  0.995,                0.85062,              0.0051787,               0.006443,              0.0045034,                      0,                0.00676,                0.00676,                0.00676
                    110,                0.01527,               0.012915,               0.014778,                      0,                0.99934,                 0.9987,                  0.995,                0.98098,                0.99934,                 0.9987,                  0.995,                0.85118,              0.0051693,              0.0064316,              0.0044965,                      0,                0.00673,                0.00673,                0.00673
                    111,                0.01489,               0.012801,                0.01438,                      0,                0.99934,                 0.9987,                  0.995,                0.98207,                0.99934,                 0.9987,                  0.995,                 0.8511,              0.0051564,              0.0064227,              0.0044901,                      0,                 0.0067,                 0.0067,                 0.0067
                    112,               0.015126,               0.012938,               0.014939,                      0,                 0.9994,                 0.9987,                  0.995,                0.98174,                 0.9994,                 0.9987,                  0.995,                0.85093,              0.0051402,               0.006417,              0.0044814,                      0,                0.00667,                0.00667,                0.00667
                    113,               0.015315,               0.013075,               0.014514,                      0,                0.99947,                 0.9987,                0.99499,                0.98185,                0.99947,                 0.9987,                0.99499,                0.85103,              0.0051252,              0.0064095,              0.0044703,                      0,                0.00664,                0.00664,                0.00664
                    114,               0.015174,               0.013033,               0.014949,                      0,                0.99935,                0.99855,                0.99499,                0.98177,                0.99935,                0.99855,                0.99499,                0.85154,              0.0051136,              0.0064014,              0.0044612,                      0,                0.00661,                0.00661,                0.00661
                    115,               0.014949,               0.012739,               0.014724,                      0,                0.99948,                 0.9987,                0.99499,                0.98233,                0.99948,                 0.9987,                0.99499,                0.85137,              0.0051004,              0.0063894,              0.0044496,                      0,                0.00658,                0.00658,                0.00658
                    116,               0.015033,               0.012832,               0.014318,                      0,                0.99957,                0.99856,                0.99499,                0.98235,                0.99957,                0.99856,                0.99499,                0.85137,              0.0050909,              0.0063809,              0.0044439,                      0,                0.00655,                0.00655,                0.00655
                    117,               0.015073,               0.012956,               0.014358,                      0,                0.99934,                 0.9987,                0.99499,                0.98238,                0.99934,                 0.9987,                0.99499,                0.85227,              0.0050831,              0.0063769,               0.004438,                      0,                0.00652,                0.00652,                0.00652
                    118,               0.015055,                0.01275,               0.014515,                      0,                0.99934,                 0.9987,                0.99499,                0.98257,                0.99934,                 0.9987,                0.99499,                0.85277,               0.005072,              0.0063684,              0.0044305,                      0,                0.00649,                0.00649,                0.00649
                    119,               0.015029,               0.012815,               0.014562,                      0,                0.99947,                0.99892,                0.99499,                0.98267,                0.99947,                0.99892,                0.99499,                0.85252,              0.0050632,              0.0063589,               0.004425,                      0,                0.00646,                0.00646,                0.00646
                    120,               0.014808,               0.012801,               0.014424,                      0,                0.99945,                0.99892,                0.99499,                0.98265,                0.99945,                0.99892,                0.99499,                0.85262,              0.0050549,              0.0063527,              0.0044183,                      0,                0.00643,                0.00643,                0.00643
                    121,               0.014763,               0.012773,               0.014685,                      0,                0.99957,                0.99889,                0.99499,                0.98262,                0.99957,                0.99889,                0.99499,                0.85354,              0.0050467,              0.0063464,              0.0044128,                      0,                 0.0064,                 0.0064,                 0.0064
                    122,               0.014756,               0.012814,               0.014539,                      0,                0.99955,                0.99892,                0.99499,                 0.9828,                0.99955,                0.99892,                0.99499,                0.85384,              0.0050398,              0.0063366,              0.0044045,                      0,                0.00637,                0.00637,                0.00637
                    123,               0.014999,               0.012706,               0.014433,                      0,                 0.9995,                0.99892,                0.99499,                0.98276,                 0.9995,                0.99892,                0.99499,                0.85362,              0.0050337,              0.0063288,              0.0044004,                      0,                0.00634,                0.00634,                0.00634
                    124,                0.01505,               0.012732,               0.014381,                      0,                0.99949,                0.99892,                0.99498,                 0.9828,                0.99949,                0.99892,                0.99498,                0.85419,              0.0050262,              0.0063222,              0.0043957,                      0,                0.00631,                0.00631,                0.00631
                    125,               0.014971,               0.012808,                0.01464,                      0,                0.99947,                0.99892,                0.99498,                0.98297,                0.99947,                0.99892,                0.99498,                0.85489,              0.0050212,              0.0063141,              0.0043899,                      0,                0.00628,                0.00628,                0.00628
                    126,               0.014731,               0.012504,               0.013943,                      0,                0.99928,                0.99892,                0.99498,                0.98318,                0.99928,                0.99892,                0.99498,                0.85529,              0.0050142,              0.0063054,              0.0043836,                      0,                0.00625,                0.00625,                0.00625
                    127,               0.014806,               0.012566,               0.014296,                      0,                0.99932,                0.99892,                0.99498,                0.98319,                0.99932,                0.99892,                0.99498,                0.85518,               0.005009,              0.0062955,              0.0043766,                      0,                0.00622,                0.00622,                0.00622
                    128,               0.014842,               0.012614,               0.014302,                      0,                0.99933,                0.99892,                0.99499,                0.98351,                0.99933,                0.99892,                0.99499,                0.85556,              0.0050019,              0.0062877,              0.0043713,                      0,                0.00619,                0.00619,                0.00619
                    129,               0.014777,               0.012697,               0.014483,                      0,                 0.9993,                0.99892,                0.99499,                0.98316,                 0.9993,                0.99892,                0.99499,                0.85596,              0.0049964,                0.00628,              0.0043653,                      0,                0.00616,                0.00616,                0.00616
                    130,               0.014602,               0.012618,               0.014144,                      0,                0.99931,                0.99892,                0.99499,                0.98367,                0.99931,                0.99892,                0.99499,                0.85546,               0.004991,               0.006272,              0.0043605,                      0,                0.00613,                0.00613,                0.00613
                    131,               0.014788,               0.012593,               0.014238,                      0,                 0.9993,                0.99892,                0.99499,                0.98376,                 0.9993,                0.99892,                0.99499,                0.85569,              0.0049843,               0.006265,               0.004354,                      0,                 0.0061,                 0.0061,                 0.0061
                    132,               0.014775,               0.012469,                0.01428,                      0,                 0.9993,                0.99892,                0.99499,                0.98383,                 0.9993,                0.99892,                0.99499,                0.85606,              0.0049783,              0.0062585,               0.004348,                      0,                0.00607,                0.00607,                0.00607
                    133,               0.014908,               0.012658,               0.014323,                      0,                0.99931,                0.99892,                0.99499,                0.98388,                0.99931,                0.99892,                0.99499,                0.85644,              0.0049722,              0.0062522,              0.0043429,                      0,                0.00604,                0.00604,                0.00604
                    134,               0.014771,               0.012516,               0.014189,                      0,                0.99929,                0.99892,                0.99499,                  0.984,                0.99929,                0.99892,                0.99499,                0.85663,              0.0049666,              0.0062462,              0.0043382,                      0,                0.00601,                0.00601,                0.00601
                    135,               0.014488,                0.01253,               0.014237,                      0,                0.99931,                0.99892,                0.99499,                0.98401,                0.99931,                0.99892,                0.99499,                0.85671,              0.0049613,              0.0062414,              0.0043343,                      0,                0.00598,                0.00598,                0.00598
                    136,               0.014586,               0.012535,               0.014018,                      0,                0.99932,                0.99892,                0.99499,                0.98404,                0.99932,                0.99892,                0.99499,                0.85684,              0.0049566,              0.0062355,              0.0043312,                      0,                0.00595,                0.00595,                0.00595
                    137,               0.014761,               0.012643,                0.01413,                      0,                0.99932,                0.99892,                0.99499,                0.98406,                0.99932,                0.99892,                0.99499,                  0.857,              0.0049516,                0.00623,              0.0043276,                      0,                0.00592,                0.00592,                0.00592
                    138,               0.014632,               0.012452,               0.013838,                      0,                0.99932,                0.99892,                0.99499,                0.98408,                0.99932,                0.99892,                0.99499,                0.85709,              0.0049465,              0.0062248,              0.0043223,                      0,                0.00589,                0.00589,                0.00589
                    139,               0.014842,               0.012635,               0.014528,                      0,                0.99932,                0.99892,                0.99499,                0.98417,                0.99932,                0.99892,                0.99499,                0.85725,              0.0049405,              0.0062185,               0.004318,                      0,                0.00586,                0.00586,                0.00586
                    140,               0.014204,               0.012395,               0.013725,                      0,                0.99932,                0.99892,                0.99499,                0.98424,                0.99932,                0.99892,                0.99499,                0.85744,              0.0049356,              0.0062127,              0.0043141,                      0,                0.00583,                0.00583,                0.00583
                    141,               0.014567,               0.012429,                0.01371,                      0,                0.99932,                0.99892,                0.99499,                0.98412,                0.99932,                0.99892,                0.99499,                0.85736,              0.0049303,              0.0062068,              0.0043104,                      0,                 0.0058,                 0.0058,                 0.0058
                    142,                0.01448,               0.012448,               0.013964,                      0,                0.99932,                0.99892,                0.99499,                0.98424,                0.99932,                0.99892,                0.99499,                0.85777,              0.0049247,              0.0062015,              0.0043071,                      0,                0.00577,                0.00577,                0.00577
                    143,               0.014405,               0.012328,               0.013673,                      0,                0.99932,                0.99892,                0.99499,                 0.9843,                0.99932,                0.99892,                0.99499,                0.85794,              0.0049198,              0.0061961,              0.0043034,                      0,                0.00574,                0.00574,                0.00574
                    144,               0.014515,               0.012504,               0.014377,                      0,                0.99932,                0.99892,                0.99499,                0.98422,                0.99932,                0.99892,                0.99499,                0.85811,              0.0049144,              0.0061912,              0.0042998,                      0,                0.00571,                0.00571,                0.00571
                    145,                 0.0145,               0.012619,               0.014195,                      0,                0.99932,                0.99892,                0.99499,                0.98427,                0.99932,                0.99892,                0.99499,                 0.8584,               0.004911,               0.006186,              0.0042958,                      0,                0.00568,                0.00568,                0.00568
                    146,               0.014554,                0.01247,               0.013858,                      0,                0.99931,                0.99892,                0.99499,                0.98422,                0.99931,                0.99892,                0.99499,                0.85857,              0.0049058,               0.006181,              0.0042907,                      0,                0.00565,                0.00565,                0.00565
                    147,               0.014698,               0.012266,               0.013981,                      0,                 0.9993,                0.99892,                0.99499,                0.98437,                 0.9993,                0.99892,                0.99499,                0.85932,              0.0049006,              0.0061756,              0.0042862,                      0,                0.00562,                0.00562,                0.00562
                    148,               0.014311,               0.012393,               0.013964,                      0,                 0.9993,                0.99892,                0.99499,                0.98426,                 0.9993,                0.99892,                0.99499,                0.85929,              0.0048976,              0.0061698,              0.0042827,                      0,                0.00559,                0.00559,                0.00559
                    149,               0.014321,               0.012305,               0.014098,                      0,                0.99929,                0.99892,                0.99499,                0.98433,                0.99929,                0.99892,                0.99499,                0.85925,               0.004893,              0.0061641,              0.0042785,                      0,                0.00556,                0.00556,                0.00556
                    150,                0.01435,               0.012373,                0.01408,                      0,                0.99957,                0.99888,                0.99499,                0.98428,                0.99957,                0.99888,                0.99499,                0.85924,              0.0048882,              0.0061587,              0.0042733,                      0,                0.00553,                0.00553,                0.00553
                    151,               0.014379,               0.012427,               0.014039,                      0,                0.99957,                0.99888,                0.99499,                0.98435,                0.99957,                0.99888,                0.99499,                0.85945,              0.0048827,              0.0061528,              0.0042678,                      0,                 0.0055,                 0.0055,                 0.0055
                    152,                0.01456,               0.012433,               0.014136,                      0,                0.99957,                0.99888,                0.99499,                 0.9848,                0.99957,                0.99888,                0.99499,                0.85938,              0.0048771,              0.0061472,              0.0042632,                      0,                0.00547,                0.00547,                0.00547
                    153,               0.014364,               0.012342,                0.01369,                      0,                0.99957,                 0.9989,                0.99499,                0.98481,                0.99957,                 0.9989,                0.99499,                0.85909,              0.0048725,              0.0061416,              0.0042581,                      0,                0.00544,                0.00544,                0.00544
                    154,               0.014312,               0.012224,               0.013945,                      0,                0.99956,                0.99892,                0.99499,                0.98456,                0.99956,                0.99892,                0.99499,                 0.8592,              0.0048684,              0.0061356,              0.0042542,                      0,                0.00541,                0.00541,                0.00541
                    155,               0.014486,               0.012456,               0.013913,                      0,                0.99957,                0.99891,                0.99499,                0.98536,                0.99957,                0.99891,                0.99499,                 0.8593,              0.0048645,              0.0061297,              0.0042512,                      0,                0.00538,                0.00538,                0.00538
                    156,                0.01422,               0.012237,               0.013701,                      0,                0.99957,                0.99891,                0.99499,                0.98511,                0.99957,                0.99891,                0.99499,                0.85948,              0.0048601,              0.0061247,              0.0042462,                      0,                0.00535,                0.00535,                0.00535
                    157,                0.01425,                0.01234,               0.013595,                      0,                0.99956,                0.99892,                0.99499,                0.98522,                0.99956,                0.99892,                0.99499,                0.85963,              0.0048563,              0.0061198,              0.0042422,                      0,                0.00532,                0.00532,                0.00532
                    158,               0.014154,               0.012194,                0.01335,                      0,                0.99954,                0.99892,                0.99499,                0.98517,                0.99954,                0.99892,                0.99499,                 0.8596,              0.0048522,              0.0061155,              0.0042388,                      0,                0.00529,                0.00529,                0.00529
                    159,               0.014142,               0.012016,               0.013631,                      0,                0.99954,                0.99892,                0.99499,                0.98523,                0.99954,                0.99892,                0.99499,                0.85977,              0.0048481,              0.0061099,              0.0042347,                      0,                0.00526,                0.00526,                0.00526
                    160,               0.014191,               0.012195,               0.013704,                      0,                0.99953,                0.99892,                0.99499,                0.98523,                0.99953,                0.99892,                0.99499,                0.85978,              0.0048438,              0.0061053,              0.0042306,                      0,                0.00523,                0.00523,                0.00523
                    161,               0.013815,               0.012058,               0.013528,                      0,                0.99953,                0.99892,                0.99499,                0.98569,                0.99953,                0.99892,                0.99499,                0.85993,              0.0048394,              0.0061001,              0.0042266,                      0,                 0.0052,                 0.0052,                 0.0052
                    162,               0.014165,               0.012201,               0.013562,                      0,                0.99952,                0.99892,                0.99499,                0.98565,                0.99952,                0.99892,                0.99499,                0.86068,               0.004837,              0.0060951,              0.0042234,                      0,                0.00517,                0.00517,                0.00517
                    163,               0.014072,               0.012082,                0.01354,                      0,                0.99952,                0.99892,                0.99499,                 0.9858,                0.99952,                0.99892,                0.99499,                0.86083,              0.0048342,              0.0060903,              0.0042197,                      0,                0.00514,                0.00514,                0.00514
                    164,               0.014121,               0.012114,                 0.0136,                      0,                0.99951,                0.99892,                0.99499,                0.98539,                0.99951,                0.99892,                0.99499,                0.86111,              0.0048313,              0.0060852,              0.0042167,                      0,                0.00511,                0.00511,                0.00511
                    165,                0.01427,               0.012113,               0.013438,                      0,                 0.9995,                0.99892,                0.99499,                0.98555,                 0.9995,                0.99892,                0.99499,                0.86101,              0.0048278,              0.0060799,               0.004214,                      0,                0.00508,                0.00508,                0.00508
                    166,               0.014046,               0.012098,                0.01372,                      0,                0.99949,                0.99892,                0.99499,                 0.9855,                0.99949,                0.99892,                0.99499,                0.86097,              0.0048261,              0.0060755,              0.0042108,                      0,                0.00505,                0.00505,                0.00505
                    167,                  0.014,               0.012123,               0.013477,                      0,                0.99947,                0.99892,                0.99499,                0.98547,                0.99947,                0.99892,                0.99499,                  0.861,              0.0048239,              0.0060721,              0.0042087,                      0,                0.00502,                0.00502,                0.00502
                    168,               0.013999,               0.012009,                0.01356,                      0,                0.99947,                0.99892,                0.99499,                0.98557,                0.99947,                0.99892,                0.99499,                0.86129,               0.004821,              0.0060677,              0.0042052,                      0,                0.00499,                0.00499,                0.00499
                    169,               0.014193,               0.012201,               0.013773,                      0,                0.99948,                0.99892,                0.99499,                0.98545,                0.99948,                0.99892,                0.99499,                0.86159,              0.0048192,              0.0060627,              0.0042019,                      0,                0.00496,                0.00496,                0.00496
                    170,               0.013844,               0.012019,               0.013249,                      0,                0.99946,                0.99892,                0.99499,                0.98554,                0.99946,                0.99892,                0.99499,                0.86146,              0.0048152,              0.0060585,              0.0041977,                      0,                0.00493,                0.00493,                0.00493
                    171,               0.014172,               0.012149,               0.013877,                      0,                0.99945,                0.99892,                0.99499,                0.98558,                0.99945,                0.99892,                0.99499,                0.86142,              0.0048128,               0.006054,              0.0041945,                      0,                 0.0049,                 0.0049,                 0.0049
                    172,               0.013824,               0.012004,               0.013247,                      0,                0.99945,                0.99892,                0.99499,                0.98562,                0.99945,                0.99892,                0.99499,                 0.8615,              0.0048105,              0.0060496,              0.0041909,                      0,                0.00487,                0.00487,                0.00487
                    173,               0.013911,               0.012072,               0.013431,                      0,                0.99945,                0.99892,                0.99499,                0.98567,                0.99945,                0.99892,                0.99499,                0.86149,              0.0048073,               0.006045,              0.0041871,                      0,                0.00484,                0.00484,                0.00484
                    174,                0.01381,               0.011967,               0.013217,                      0,                0.99945,                0.99892,                0.99499,                0.98567,                0.99945,                0.99892,                0.99499,                0.86182,              0.0048043,              0.0060406,              0.0041835,                      0,                0.00481,                0.00481,                0.00481
                    175,               0.013768,               0.011962,               0.013462,                      0,                0.99947,                0.99892,                0.99499,                0.98558,                0.99947,                0.99892,                0.99499,                0.86218,              0.0048011,              0.0060355,                0.00418,                      0,                0.00478,                0.00478,                0.00478
                    176,               0.013793,               0.011967,               0.013352,                      0,                0.99946,                0.99892,                0.99499,                 0.9856,                0.99946,                0.99892,                0.99499,                0.86227,              0.0047991,              0.0060313,              0.0041767,                      0,                0.00475,                0.00475,                0.00475
                    177,               0.013924,               0.012053,               0.013592,                      0,                0.99945,                0.99892,                0.99499,                0.98608,                0.99945,                0.99892,                0.99499,                0.86223,              0.0047945,              0.0060264,              0.0041732,                      0,                0.00472,                0.00472,                0.00472
                    178,                0.01382,               0.011893,                0.01329,                      0,                0.99946,                0.99892,                0.99499,                0.98607,                0.99946,                0.99892,                0.99499,                0.86192,              0.0047914,              0.0060212,                0.00417,                      0,                0.00469,                0.00469,                0.00469
                    179,               0.013764,                0.01188,               0.013171,                      0,                0.99947,                0.99892,                0.99499,                 0.9862,                0.99947,                0.99892,                0.99499,                0.86226,              0.0047895,              0.0060159,              0.0041676,                      0,                0.00466,                0.00466,                0.00466
                    180,               0.013928,               0.011917,               0.013464,                      0,                0.99947,                0.99892,                0.99499,                0.98609,                0.99947,                0.99892,                0.99499,                0.86218,              0.0047872,              0.0060109,              0.0041651,                      0,                0.00463,                0.00463,                0.00463
                    181,               0.013791,               0.011914,               0.013261,                      0,                 0.9995,                0.99892,                0.99499,                0.98577,                 0.9995,                0.99892,                0.99499,                0.86234,              0.0047844,              0.0060056,              0.0041628,                      0,                 0.0046,                 0.0046,                 0.0046
                    182,               0.013854,               0.011941,               0.013568,                      0,                 0.9995,                0.99892,                0.99499,                0.98573,                 0.9995,                0.99892,                0.99499,                0.86274,              0.0047796,              0.0060008,              0.0041592,                      0,                0.00457,                0.00457,                0.00457
                    183,                0.01346,               0.011676,               0.012747,                      0,                0.99949,                0.99892,                0.99499,                0.98629,                0.99949,                0.99892,                0.99499,                0.86287,              0.0047765,              0.0059958,               0.004156,                      0,                0.00454,                0.00454,                0.00454
                    184,               0.013897,               0.011764,               0.013268,                      0,                0.99951,                0.99892,                0.99499,                0.98644,                0.99951,                0.99892,                0.99499,                0.86324,              0.0047725,              0.0059904,              0.0041528,                      0,                0.00451,                0.00451,                0.00451
                    185,               0.013559,               0.011856,               0.013119,                      0,                0.99951,                0.99892,                  0.995,                0.98648,                0.99951,                0.99892,                  0.995,                0.86308,              0.0047692,              0.0059846,              0.0041501,                      0,                0.00448,                0.00448,                0.00448
                    186,               0.013519,               0.011763,               0.013036,                      0,                0.99949,                0.99892,                  0.995,                0.98653,                0.99949,                0.99892,                  0.995,                 0.8633,              0.0047661,              0.0059791,              0.0041472,                      0,                0.00445,                0.00445,                0.00445
                    187,               0.013618,               0.011713,               0.012858,                      0,                0.99949,                0.99892,                0.99499,                0.98665,                0.99949,                0.99892,                0.99499,                0.86325,              0.0047628,              0.0059739,              0.0041445,                      0,                0.00442,                0.00442,                0.00442
                    188,               0.013363,               0.011666,               0.012976,                      0,                0.99948,                0.99892,                  0.995,                0.98656,                0.99948,                0.99892,                  0.995,                0.86324,              0.0047589,              0.0059687,              0.0041416,                      0,                0.00439,                0.00439,                0.00439
                    189,               0.013522,               0.011687,               0.012943,                      0,                0.99947,                0.99892,                  0.995,                0.98667,                0.99947,                0.99892,                  0.995,                0.86371,              0.0047555,              0.0059632,              0.0041392,                      0,                0.00436,                0.00436,                0.00436
                    190,               0.013705,               0.011802,               0.012999,                      0,                0.99943,                0.99892,                  0.995,                0.98655,                0.99943,                0.99892,                  0.995,                0.86375,               0.004751,              0.0059583,               0.004136,                      0,                0.00433,                0.00433,                0.00433
                    191,               0.013559,               0.011719,               0.012948,                      0,                0.99944,                0.99892,                  0.995,                0.98657,                0.99944,                0.99892,                  0.995,                0.86401,              0.0047467,              0.0059531,              0.0041325,                      0,                 0.0043,                 0.0043,                 0.0043
                    192,               0.013745,               0.011848,               0.013316,                      0,                0.99942,                0.99892,                0.99499,                0.98656,                0.99942,                0.99892,                0.99499,                0.86415,              0.0047431,              0.0059479,              0.0041293,                      0,                0.00427,                0.00427,                0.00427
                    193,               0.013529,               0.011751,               0.013086,                      0,                0.99943,                0.99892,                0.99499,                0.98654,                0.99943,                0.99892,                0.99499,                 0.8643,              0.0047379,              0.0059429,              0.0041263,                      0,                0.00424,                0.00424,                0.00424
                    194,               0.013402,               0.011572,                0.01296,                      0,                 0.9994,                0.99892,                0.99499,                0.98664,                 0.9994,                0.99892,                0.99499,                0.86437,              0.0047345,              0.0059378,              0.0041236,                      0,                0.00421,                0.00421,                0.00421
                    195,               0.013427,               0.011558,               0.012794,                      0,                0.99944,                0.99892,                0.99499,                0.98674,                0.99944,                0.99892,                0.99499,                0.86423,              0.0047293,              0.0059333,                0.00412,                      0,                0.00418,                0.00418,                0.00418
                    196,               0.013693,               0.011774,                0.01315,                      0,                0.99943,                0.99892,                0.99499,                0.98673,                0.99943,                0.99892,                0.99499,                0.86462,              0.0047251,              0.0059283,              0.0041169,                      0,                0.00415,                0.00415,                0.00415
                    197,                0.01326,               0.011533,               0.012925,                      0,                0.99944,                0.99892,                0.99499,                0.98669,                0.99944,                0.99892,                0.99499,                 0.8645,              0.0047213,              0.0059235,              0.0041137,                      0,                0.00412,                0.00412,                0.00412
                    198,               0.013619,               0.011781,               0.013264,                      0,                0.99949,                0.99892,                0.99499,                0.98678,                0.99949,                0.99892,                0.99499,                0.86465,              0.0047174,               0.005918,              0.0041097,                      0,                0.00409,                0.00409,                0.00409
                    199,               0.013325,               0.011629,               0.013207,                      0,                0.99949,                0.99892,                0.99499,                0.98673,                0.99949,                0.99892,                0.99499,                0.86489,              0.0047133,              0.0059128,              0.0041058,                      0,                0.00406,                0.00406,                0.00406
                    200,               0.013486,               0.011579,               0.013018,                      0,                0.99949,                0.99892,                  0.995,                0.98678,                0.99949,                0.99892,                  0.995,                0.86506,               0.004709,              0.0059077,              0.0041027,                      0,                0.00403,                0.00403,                0.00403
                    201,               0.013283,               0.011519,               0.013019,                      0,                 0.9995,                0.99892,                  0.995,                0.98672,                 0.9995,                0.99892,                  0.995,                0.86525,              0.0047052,              0.0059027,              0.0040989,                      0,                  0.004,                  0.004,                  0.004
                    202,               0.013321,               0.011543,               0.012882,                      0,                 0.9995,                0.99892,                  0.995,                0.98684,                 0.9995,                0.99892,                  0.995,                0.86509,              0.0047023,               0.005898,              0.0040955,                      0,                0.00397,                0.00397,                0.00397
                    203,               0.013364,               0.011464,               0.012626,                      0,                0.99949,                0.99892,                  0.995,                0.98663,                0.99949,                0.99892,                  0.995,                0.86565,               0.004696,              0.0058934,              0.0040907,                      0,                0.00394,                0.00394,                0.00394
                    204,               0.013173,               0.011439,               0.012935,                      0,                0.99949,                0.99892,                0.99499,                0.98664,                0.99949,                0.99892,                0.99499,                0.86572,              0.0046926,              0.0058887,              0.0040865,                      0,                0.00391,                0.00391,                0.00391
                    205,               0.013241,               0.011522,               0.012902,                      0,                0.99947,                0.99892,                0.99499,                0.98678,                0.99947,                0.99892,                0.99499,                0.86599,              0.0046893,              0.0058832,              0.0040832,                      0,                0.00388,                0.00388,                0.00388
                    206,               0.013454,               0.011608,               0.012866,                      0,                0.99946,                0.99892,                0.99499,                0.98675,                0.99946,                0.99892,                0.99499,                  0.866,              0.0046875,              0.0058774,              0.0040798,                      0,                0.00385,                0.00385,                0.00385
                    207,               0.013256,               0.011412,               0.012764,                      0,                0.99946,                0.99892,                0.99499,                0.98687,                0.99946,                0.99892,                0.99499,                0.86642,              0.0046834,              0.0058718,              0.0040762,                      0,                0.00382,                0.00382,                0.00382
                    208,               0.013158,               0.011477,               0.012535,                      0,                0.99945,                0.99892,                  0.995,                0.98693,                0.99945,                0.99892,                  0.995,                0.86637,              0.0046801,              0.0058664,              0.0040729,                      0,                0.00379,                0.00379,                0.00379
                    209,               0.013051,                0.01147,                0.01259,                      0,                0.99945,                0.99892,                  0.995,                0.98701,                0.99945,                0.99892,                  0.995,                0.86636,              0.0046791,              0.0058618,              0.0040698,                      0,                0.00376,                0.00376,                0.00376
                    210,               0.013293,                0.01155,               0.012895,                      0,                0.99943,                0.99892,                  0.995,                0.98701,                0.99943,                0.99892,                  0.995,                0.86642,              0.0046763,              0.0058569,              0.0040663,                      0,                0.00373,                0.00373,                0.00373
                    211,                0.01318,               0.011449,               0.012573,                      0,                0.99944,                0.99892,                  0.995,                0.98707,                0.99944,                0.99892,                  0.995,                0.86658,              0.0046711,              0.0058519,              0.0040625,                      0,                 0.0037,                 0.0037,                 0.0037
                    212,               0.013041,                0.01137,               0.012512,                      0,                0.99943,                0.99892,                  0.995,                0.98699,                0.99943,                0.99892,                  0.995,                0.86645,               0.004669,               0.005847,              0.0040594,                      0,                0.00367,                0.00367,                0.00367
                    213,               0.013217,               0.011394,               0.012664,                      0,                0.99945,                0.99892,                  0.995,                0.98703,                0.99945,                0.99892,                  0.995,                0.86654,              0.0046668,              0.0058418,              0.0040564,                      0,                0.00364,                0.00364,                0.00364
